query_id,doc_id,method,chunk_id,label_0_1_2,rationale,annotator,status
Q001,DOC01_BIK,element,223,1,"score=0.194 hits=1/5 pages=[128,129] page_match=False ev_type=paragraph | preview: SURVEI PERUSAHAAN KONSTRUKSI TAHUNAN  Benchmark Indeks Konstruksi (2016-—100), 2018-2023 Benchmark of Construction Indic",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,element,13,1,score=0.185 hits=1/5 pages=[13] page_match=False ev_type=paragraph | preview: Tabel/Tables 2.3 24 2.5 26 2.7 2.8 2.2.29 Provinsi/Province : Sulawesi Tenggara .. 2.2.30 Provinsi/Province : Gorontalo ,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,element,225,1,score=0.173 hits=1/5 pages=[129] page_match=False ev_type=paragraph | preview: SURVEI PERUSAHAAN KONSTRUKSI TAHUNAN  Tuliskan semua bahan/material yang digunakan pada tahun 2023 untuk semua proyek. C,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,element,15,1,"score=0.168 hits=1/5 pages=[14] page_match=False ev_type=paragraph | preview: Tabel/Tables  211 Benchmark Indeks Upah Pekerja Tidak Tetap/Harian Konstruksi (2016—100) Tahunan Menurut Provinsi, 2018-",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,element,216,1,"score=0.168 hits=1/5 pages=[125,126,127] page_match=False ev_type=paragraph | preview: DAFTAR PUSTAKA Bibliography  NVYHYSNWId MIdSOUd NYA ISIANOM “NI M019  eped OpOY MES YEJES USNSIINL  -oN  w  EN) eyesn um",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,element,14,1,score=0.164 hits=1/5 pages=[13] page_match=False ev_type=paragraph | preview: Tabel/Tables  Benchmarked Annual Growth (y-on-y) of Compensation and Wages of Construction Workers by Province (percent),auto,auto_labeled_needs_validation
Q001,DOC01_BIK,element,217,1,score=0.147 hits=1/5 pages=[127] page_match=False ev_type=paragraph | preview: SURVEI PERUSAHAAN KONSTRUKSI TAHUNAN  7,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,element,219,1,"score=0.147 hits=1/5 pages=[127,128] page_match=False ev_type=paragraph | preview: SURVEI PERUSAHAAN KONSTRUKSI TAHUNAN  BADAN PUSAT STATISTIK  Website: www.bps.go.id  Lampiran Appendix  Lanjutan Lampira",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,element,221,1,score=0.147 hits=1/5 pages=[128] page_match=False ev_type=paragraph | preview: SURVEI PERUSAHAAN KONSTRUKSI TAHUNAN  4. Kendaraan  5. Software  6. Lainnya: (WISKAN ........ooooooooooooo.o 7. JUMLAH (,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,element,227,1,"score=0.147 hits=1/5 pages=[129,130] page_match=False ev_type=paragraph | preview: SURVEI PERUSAHAAN KONSTRUKSI TAHUNAN  Lampiran Appendix  Lanjutan Lampiran/Continued Appendix 2",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,1,2,"score=0.641 hits=5/5 pages=[?] page_match=False ev_type=paragraph | preview: ISSN 2460-4666 TIM PENYUSUN/COMPILERS Benchmark Indeks Konstruksi (2016=100), 2018–2023 Benchmark of Construction Indice",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,10,2,score=0.548 hits=4/5 pages=[?] page_match=False ev_type=paragraph | preview: Yogyakarta ... 2.2.16  Provinsi/Province : Jawa Timur ... 2.2.17  Provinsi/Province : Banten... 2.2.18  Provinsi/Provinc,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,103,1,"score=0.396 hits=3/5 pages=[?] page_match=False ev_type=paragraph | preview: 6-8 Jakarta, 10710 Tujuan Survei : Dasar Hukum : ( ) SKTH REPUBLIK INDONESIA RAHASIA SURVEI PERUSAHAAN KONSTRUKSI TAHUNA",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,8,1,score=0.375 hits=3/5 pages=[?] page_match=False ev_type=paragraph | preview: Gambar-Gambar/Figures ... Daftar Pustaka/Bibliography ... Lampiran/Appendix: Kuesioner Survei Perusahaan Konstruksi Triw,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,43,1,"score=0.375 hits=3/5 pages=[?] page_match=False ev_type=paragraph | preview: c. The number of small scale construction Benchmark Indeks Konstruksi (2016=100), 2018–2023 Benchmark of Construction In",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,12,1,"score=0.346 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: Oleh karena itu, dilakukan benchmarking untuk menyesuaikan fluktuasi tersebut. RUANG LINGKUP Statistik konstruksi yang d",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,84,1,"score=0.346 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: TENAGA KERJA, BALAS JASA, DAN RATA-RATA UPAH Uraian Triwulan IV-2022 (Okt - Des) Triwulan I-2023 (Jan - Mar) Triwulan II",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,93,1,"score=0.316 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: Kecil Menengah ≥ 50 Miliar ≥ 2,5 Miliar - 50 Miliar 0 - 2,5 Miliar 1-14 Mei 1-14 Feb 2024 1-14 Agst 1-14 Nov BPS PUSAT B",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,61,1,"score=0.311 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: ( ) – % NK NP NS NR = × ( ) – % NK NP NS NR = × Benchmark Indeks Konstruksi (2016=100), 2018–2023 Benchmark of Construct",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,65,1,"score=0.295 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: where, It =  Index at tth year Xt =  Data at tth year XD =  Data at 2016 base year 2.2.3  Growth Rate The growth rate sh",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,0,1,"score=0.290 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: BENCHMARK INDEKS KONSTRUKSI (2016=100), Benchmark of Construction Indices (2016=100), 2018–2023 Volume 14, 2025 Katalog/",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,83,1,score=0.290 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: DAFTAR PUSTAKA Bibliography Lampiran Appendix Lampiran Kuesioner Survei Perusahaan Konstruksi Triwulanan (SKTR) 2023 App,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,3,1,"score=0.257 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: Selanjutnya, data pada tahun tersebut digerakkan dengan benchmark pertumbuhan tahunan sebelum dan sesudahnya untuk mempe",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,91,1,score=0.253 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: Bermasalah 5. Sangat bermasalah Upah Pekerja Tidak Tetap/Harian per Orang per Hari Jumlah Pekerja Tidak Tetap/Harian Tri,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,37,1,score=0.223 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: Dengan pertimbangan jumlah populasi perusahaan konstruksi dan keterwakilan sampel pada setiap skala perusahaan serta ket,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,4,1,"score=0.215 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: Benchmark Indeks Konstruksi (2016=100), 2018–2023 2. Benchmark Statistik Konstruksi, 2018–2023 Akhirnya, pada kesempatan",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,2,1,"score=0.202 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: Kondisi sektor konstruksi Indonesia yang dicakup dalam publikasi ini meliputi beberapa indikator, yaitu: pekerja tetap, ",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,44,1,"score=0.194 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: Perusahaan yang terpilih pada triwulan I akan terus diamati pada triwulan II, triwulan III dan triwulan IV (sampel panel",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,36,1,"score=0.189 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: Pada kegiatan Survei Perusahaan Konstruksi Tahunan 2023, dipilih sampel sebanyak 10.000 perusahaan meliputi perusahaan s",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,19,1,"score=0.173 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: PENJELASAN EXPLANATION Benchmark Indeks Konstruksi (2016=100), 2018–2023 Benchmark of Construction Indices (2016=100), 2",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,115,1,"score=0.173 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: Contoh: hotmix, tiang pancang, keramik, baja ringan, wallpaper, eskalator, plafon, trafo, kabel, steker dll. Jika lebih ",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,138,1,"score=0.173 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: Nilai dari Pendapatan Lain [Blok VIII, Baris 9 Jumlah Kolom ] JUMLAH A [ 1 + 2 + 3] RINCIAN PENDAPATAN Nilai Konstruksi ",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,9,1,"score=0.168 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: 2  Benchmark Pertumbuhan Indeks Konstruksi Triwulanan (persen), 2018–2023 Benchmarked Quarterly Growth (q-to-q) of Const",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,11,1,score=0.168 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: Fluktuasi data pada indikator konstruksi triwulanan seharusnya sejalan dengan fluktuasi data konstruksi tahunan. Akan te,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,semantic_maxmin,98,1,score=0.168 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: ……… ……… s.d. ……… ……… s.d. ……… ……… s.d. ……… Lampiran Appendix Lampiran Kuesioner Survei Perusahaan Konstruksi Tahunan (SK,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,2,2,score=0.641 hits=5/5 pages=[?] page_match=False ev_type=paragraph | preview: Desain Kover/Cover Designer Prisita Nallavasthi v B enchmark indeks konstruksi bertujuan untuk menyajikan data yang sela,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,15,2,"score=0.548 hits=4/5 pages=[?] page_match=False ev_type=paragraph | preview: 3.6 Benchmark Indeks (2016=100) dan Pertumbuhan Balas Jasa Pekerja Tetap Konstruksi Indonesia, 2018–2023 Benchmarked Ind",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,1,2,score=0.523 hits=4/5 pages=[?] page_match=False ev_type=paragraph | preview: www.freepik.com Dilarang mereproduksi dan/atau menggandakan sebagian atau seluruh isi buku ini untuk tujuan komersial ta,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,267,1,score=0.421 hits=3/5 pages=[?] page_match=False ev_type=paragraph | preview: Kerahasiaan : Kerahasiaan data yang diberikan dijamin oleh Undang-Undang Nomor 16 Tahun 1997 (Pasal 21) Informasi lebih ,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,27,1,"score=0.396 hits=3/5 pages=[?] page_match=False ev_type=paragraph | preview: c. The number of small scale construction Benchmark Indeks Konstruksi (2016=100), 2018–2023 Benchmark of Construction In",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,5,1,"score=0.375 hits=3/5 pages=[?] page_match=False ev_type=paragraph | preview: PREFACE Jakarta, October 2025 Chief Statistician Amalia Adininggar Widyasanti vii Halaman Pages ISSN 2460-4666 DAFTAR IS",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,16,1,score=0.350 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: Survei Perusahaan Konstruksi Triwulanan (SKTR) dan Survei Perusahaan Konstruksi Tahunan (SKTH). Fluktuasi data pada indi,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,35,1,"score=0.316 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: c. Divide each index at tth quarter by average index basic year , and multiply by 100 percent. d. Index at ith year is t",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,259,1,score=0.316 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: : : Balas jasa (gaji) /upah : Upah lembur : Tunjangan : ) Penjualan Tahunan merujuk pada Nilai Konstruksi yang Diselesai,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,249,1,score=0.311 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: RI Nomor 6617. International Monetary Fund. 2018. Quarterly National Accounts Manual 2017. Washington DC: International ,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,251,1,score=0.303 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: Pelaksanaan survei ini berdasarkan Undang-Undang Nomor 16 Tahun 1997 tentang Statistik (Pasal 11) Kerahasiaan data yang ,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,38,1,score=0.295 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: t Dt D I I Avg I = × t t D X I X   = ×     t t D X I X   = ×     t t t I G I −   = − ×     t t t I G I,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,0,1,"score=0.290 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: BENCHMARK INDEKS KONSTRUKSI (2016=100), Benchmark of Construction Indices (2016=100), 2018–2023 Volume 14, 2025 Katalog/",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,258,1,"score=0.274 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: Jumlah Pekerja Tetap, Kontrak, Outsourcing, dan Asing Rata-rata Gaji Pekerja Tetap, Kontrak, Outsourcing dan Asing BLOK ",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,222,1,"score=0.269 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: 9,06 10,02 13,11 1,40 1,63 0,99 10,35 10,71 11,76 3,02 2,91 4,04 TABEL TABLE PROVINSI/PROVINCE Aceh Sumatera Utara Sumat",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,11,1,"score=0.265 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: Benchmarked Annual Indices of Mandays of Construction Casual Workers by Province (2016=100), 2018–2023 ... 2.6 Benchmark",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,13,1,"score=0.253 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: Konstruksi Menurut Provinsi (persen), 2018–2023 Benchmarked Annual Growth (y-on-y) of Wages of Construction Casual Worke",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,230,1,"score=0.248 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: 135,77 143,16 TABEL TABLE PROVINSI/PROVINCE Aceh Sumatera Utara Sumatera Barat Riau Jambi Sumatera Selatan Bengkulu Lamp",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,235,1,"score=0.248 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: 135,05 138,75 129,23 146,99 132,86 141,52 146,83 150,60 134,48 158,02 139,47 146,73 152,53 149,98 126,65 143,61 124,87 1",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,10,1,score=0.244 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: 2.2.30  Provinsi/Province : Gorontalo ... 2.2.31  Provinsi/Province : Sulawesi Barat ... 2.2.32  Provinsi/Province : Mal,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,12,1,"score=0.244 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: 2.9 Benchmark Indeks Balas Jasa Pekerja Tetap Konstruksi (2016=100) Tahunan Menurut Provinsi, 2018–2023 Benchmarked Annu",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,40,1,score=0.240 hits=2/5 pages=[?] page_match=False ev_type=paragraph | preview: persentase perubahan dari triwulan ke triwulan di dalam series benchmark aslinya. Teknik penghitungannya adalah sebagai ,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,24,1,score=0.223 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: Pemilihan sampel untuk survei perusahaan konstruksi tahun dilakukan secara independent pada masing-masing skala perusaha,auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,3,1,"score=0.219 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: 1. Benchmark Indeks Konstruksi (2016=100), 2018–2023 2. Benchmark Statistik Konstruksi, 2018–2023 Akhirnya, pada kesempa",auto,auto_labeled_needs_validation
Q001,DOC01_BIK,recursive,23,1,score=0.202 hits=1/5 pages=[?] page_match=False ev_type=paragraph | preview: Penjelasan Explanation 6. Upah Pekerja Harian Upah adalah seluruh pengeluaran yang dibayarkan kepada pekerja harian yang,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,4,2,score=0.761 hits=5/5 pages=[7] page_match=True ev_type=paragraph | preview: KATA PENGANTAR  selaras antara hasil Survei Perusahaan Konstruksi Triwulanan dan Survei Perusahaan Konstruksi Tahunan. M,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,122,1,score=0.538 hits=5/5 pages=[67] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : ACEH Uraian Description 2018 2019 Tahun/Years 2020 2021 2022 2023 Pekerja Tetap/Permanent Workers Tr,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,126,1,score=0.538 hits=5/5 pages=[69] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : SUMATERA BARAT Uraian Description 2018 2019 Tahun/Years 2020 2021 2022 2023 Pekerja Tetap/Permanent ,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,130,1,score=0.538 hits=5/5 pages=[71] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : JAMBI Uraian Description Pekerja Tetap/Permanent Workers 2018 2019 Tahun/Years 2020 2021 2022 2023 T,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,132,1,score=0.538 hits=5/5 pages=[72] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : SUMATERA SELATAN Uraian Tahun/Years Description 2018 2019 2020 2021 2022 2023 Pekerja Tetap/Permanen,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,134,1,score=0.538 hits=5/5 pages=[73] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : BENGKULU Uraian Description 2018 2019 Tahun/Years 2020 2021 2022 2023 Pekerja Tetap/Permanent Worker,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,138,1,score=0.538 hits=5/5 pages=[75] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : KEPULAUAN BANGKA BELITUNG Uraian Description Pekerja Tetap/Permanent Workers 2018 2019 Tahun/Years 2,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,142,1,score=0.538 hits=5/5 pages=[77] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : DKI JAKARTA Uraian Description Pekerja Tetap/Permanent Workers 2018 2019 Tahun/Years 2020 2021 2022 ,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,146,1,score=0.538 hits=5/5 pages=[79] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : JAWA TENGAH Uraian Description 2018 Pekerja Tetap/Permanent Workers 2019 Tahun/Years 2020 2021 2022 ,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,150,1,score=0.538 hits=5/5 pages=[81] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : JAWA TIMUR Uraian Description 2018 Pekerja Tetap/Permanent Workers 2019 Tahun/Years 2020 2021 2022 2,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,154,1,score=0.538 hits=5/5 pages=[83] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : BALI Uraian Description 2018 2019 Tahun/Years 2020 2021 2022 2023 Pekerja Tetap/Permanent Workers Tr,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,156,1,score=0.538 hits=5/5 pages=[84] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : NUSA TENGGARA BARAT Uraian Tahun/Years Description 2018 2019 2020 2021 2022 2023 Pekerja Tetap/Perma,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,158,1,score=0.538 hits=5/5 pages=[85] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : NUSA TENGGARA TIMUR Uraian Description 2018 2019 Tahun/Years 2020 2021 2022 2023 Pekerja Tetap/Perma,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,160,1,score=0.538 hits=5/5 pages=[86] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : KALIMANTAN BARAT Uraian Tahun/Years Description 2018 2019 2020 2021 2022 2023 Pekerja Tetap/Permanen,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,162,1,score=0.538 hits=5/5 pages=[87] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : KALIMANTAN TENGAH Uraian Description Pekerja Tetap/Permanent Workers 2018 2019 Tahun/Years 2020 2021,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,164,1,score=0.538 hits=5/5 pages=[88] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : KALIMANTAN SELATAN Uraian Tahun/Years Description 2018 2019 2020 2021 2022 2023 Pekerja Tetap/Perman,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,166,1,score=0.538 hits=5/5 pages=[89] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : KALIMANTAN TIMUR Uraian Description 2018 2019 Tahun/Years 2020 2021 2022 2023 Pekerja Tetap/Permanen,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,168,1,score=0.538 hits=5/5 pages=[90] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : KALIMANTAN UTARA Uraian Tahun/Years Description 2018 2019 2020 2021 2022 2023 Pekerja Tetap/Permanen,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,170,1,score=0.538 hits=5/5 pages=[91] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : SULAWESI UTARA Uraian Description 2018 2019 Tahun/Years 2020 2021 2022 2023 Pekerja Tetap/Permanent ,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,172,1,score=0.538 hits=5/5 pages=[92] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : SULAWESI TENGAH Uraian Tahun/Years Description 2018 2019 2020 2021 2022 2023 Pekerja Tetap/Permanent,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,174,1,score=0.538 hits=5/5 pages=[93] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : SULAWESI SELATAN Uraian Description 2018 2019 Tahun/Years 2020 2021 2022 2023 Pekerja Tetap/Permanen,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,176,1,score=0.538 hits=5/5 pages=[94] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : SULAWESI TENGGARA Uraian Description Pekerja Tetap/Permanent Workers Triwulan/Ouarter | Triwulan/Oua,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,178,1,score=0.538 hits=5/5 pages=[95] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : GORONTALO Uraian Description 2018 2019 Tahun/Years 2020 2021 2022 2023 Pekerja Tetap/Permanent Worke,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,182,1,score=0.538 hits=5/5 pages=[97] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : MALUKU Uraian Description 2018 Tahun/Years 2019 2020 2021 2022 2023 Pekerja Tetap/Permanent Workers ,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,element,186,1,score=0.538 hits=5/5 pages=[99] page_match=False ev_type=paragraph | preview: PROVINSI/PROVINCE : PAPUA BARAT Uraian Description Pekerja Tetap/Permanent Workers 2018 Tahun/Years 2019 2020 2021 2022 ,auto,auto_labeled_needs_validation
Q002,DOC01_BIK,semantic_maxmin,2,2,"score=0.671 hits=5/5 pages=[?] page_match=False ev_type=paragraph | preview: Kondisi sektor konstruksi Indonesia yang dicakup dalam publikasi ini meliputi beberapa indikator, yaitu: pekerja tetap, ",auto,auto_labeled_needs_validation
Q002,DOC01_BIK,semantic_maxmin,10,2,score=0.624 hits=5/5 pages=[?] page_match=False ev_type=paragraph | preview: Yogyakarta ... 2.2.16  Provinsi/Province : Jawa Timur ... 2.2.17  Provinsi/Province : Banten... 2.2.18  Provinsi/Provinc,auto,auto_labeled_needs_validation
